split,stem,image_width,image_height,background_pixels,cat_pixels,dog_pixels,ignored_pixels,foreground_pixels,foreground_fraction,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,component_count,largest_component_pixels,present_classes,image_sha256,image_dhash,mask_sha256,quality_status
train,000000500100_706,256,256,57429,0,8107,0,8107,0.1237030029296875,29,83,190,222,161,139,1,8107,dog,93472c90046e10adddbae113f77ecce46cd80057ab56fdb471d282cc099bef8f,c068b2061cb60e33,5d70346b5d31a3d90ed78ec46efdd9109b6c657d412372b53a1c3a759cb62748,ok
train,000000504058_4906,256,256,53826,11710,0,0,11710,0.178680419921875,41,35,211,152,170,117,1,11710,cat,011c8303ca8d780591b927482f8a57eeb62273ef5211f72bb2b93932763c8c86,343a4f4f69bc6f18,c1c39bf9bb238e709ba645df777fe46e995c73b1bda93b9787b5cfa6386afef6,ok
train,000000506401_447,256,256,62474,3062,0,0,3062,0.046722412109375,110,158,175,236,65,78,1,3062,cat,e273aca5710d5d1932ead18d105271191daa3f6df541fda5b7795ad20f6c6241,004040f0303474dc,a566f912533fa6aff626cbc026fa1ccbe9fe0b585678eed4598bee3cc0c2deb7,ok
train,000000509018_7223,256,256,54620,10916,0,0,10916,0.16656494140625,75,29,184,174,109,145,1,10916,cat,2e927d1dac810b31d13f4613c0f4dea1e09266b135cb41ba5161e559320a9f54,dd5d6d6707879b18,6b65246540c19d376d233bcaf84a2d44a59bb87904ef24399f5b4825c9c3134e,ok
train,000000512068_4624,256,256,50395,15141,0,0,15141,0.2310333251953125,29,57,160,228,131,171,1,15141,cat,0a3f824f19c44d130c9d61fe8e8b6ce38d86293f869366fdc3c37a027bc068dd,7273323353436a41,a2efbcb7021629ab220d57acd21b6e96f1ba020251d3c348751d2fc98727104a,ok
train,000000516146_7237,256,256,58215,0,7321,0,7321,0.1117095947265625,25,134,169,231,144,97,1,7321,dog,2fa15edefe863810659561557c1dc4a71189ac0c475e472c627da2733f00f438,19933e1dc3f393d3,035d77ac8406e3edf818c9048dcac689790d6f4b028fd33674cdd4ea86748154,ok
train,000000516212_1440,256,256,55319,10217,0,0,10217,0.1558990478515625,51,38,205,212,154,174,1,10217,cat,93180c6950e5338292e8cc96eb23aad4e2915eb4acc1ac2d12387cb14ac14c8d,1fbf9f1e0c0e82ca,aa9d3660330e55bbb90e852efff5f40e75c927bbed80204d3b14982f29f82dc5,ok
train,000000521112_6427,256,256,54940,0,10596,0,10596,0.16168212890625,41,39,192,193,151,154,1,10596,dog,8f11e46a023ae27fde078cf8789d2ddd3d71eae4d5add5d18dc244a1c236ce79,e8212c9e9a9a7043,2e2f07adbcd960d324d023e575bb68ff7e79583a54f8d2dab41a2eadbf58d459,ok
train,000000531096_2391,256,256,53093,0,12443,0,12443,0.1898651123046875,25,46,199,196,174,150,1,12443,dog,f46038f9fbff31c0c6b5ae0290d382e0773bef8c9e28f5fabb0a8d9f08219823,2e4dcd8f9e173333,89199ba0548efac3189a9b290422dfe6c7a21472627162c0754e0c80b6fb1b9f,ok
train,000000533026_799,256,256,62249,3287,0,0,3287,0.0501556396484375,84,77,153,174,69,97,1,3287,cat,129e2200f55d8a5918e2ad725c07b4af4d3f50a9ab7ebcbc91d2adf6370e89aa,8c8099988c040020,14b3a07157d066569567b4870641d515e61b6112a2097aa3ae5373e12f61d64d,ok
train,000000536400_813,256,256,54967,0,10569,0,10569,0.1612701416015625,40,76,145,236,105,160,1,10569,dog,8efdb86270db29b2cfc25bebc37679c8fec39240240da6f6858cc820ba28bf4c,9d351e9e1f1f3cf1,39afd17dd57cf0cc14b12c1028dd290fbf7050a0e2575533d13c931896663d3a,ok
train,000000546642_283,256,256,62000,0,3536,0,3536,0.053955078125,77,139,189,219,112,80,1,3536,dog,826ca2dad0c4396689efecc8d0b7d9e8c9b5fe8e48b54b604526afe4dab2bf39,408c8e96b0a34bc7,fc49fe52d1d2d5bbf58c3105b8a5c9a107341ea25f2e321bfbc28100cfcdfd7d,ok
train,000000546703_5948,256,256,63993,0,1543,0,1543,0.0235443115234375,179,46,216,117,37,71,1,1543,dog,118c0a5a73efb84832fe041fcc143501da57b9aa8e801219c5e91995371206e1,8c8a44646080c0e0,075e2732e13ad97ba9174dc2a391b8877a9063ae762405dbf353f37ae057a5f3,ok
train,000000546800_4379,256,256,60438,5098,0,0,5098,0.077789306640625,151,103,221,199,70,96,1,5098,cat,c560583dcdd693f3f2dcbf75197e5ec9e331ceb84860b95a4429b49bc46d79a6,3603033c393136b6,abe10e45226c1d3f5deb16ac7f64cd82fc7365a88262bdb1a9c2a15b92794eef,ok
train,000000549886_7436,256,256,63988,0,1548,0,1548,0.02362060546875,137,131,193,194,56,63,1,1548,dog,e764577f000be9bdc5abb998977b92a19f1bf9935878a7c58b278da08b861c1f,9f8f8ee0e6e3f3f4,f5b560f4ad4ae96335623b082bbcfe909f5417674f487b1066ab5dde3dc47bdc,ok
train,000000562835_2386,256,256,61127,0,4409,0,4409,0.0672760009765625,128,86,220,169,92,83,1,4409,dog,f92b199052f814616c84f3161005498f353e013356c64bde3edfb5c2d497d679,64645d6361f4ccec,295c4f3422af01dba0600cb08f45cc1a89dc05ac819aeab8fba77b38db71f297,ok
train,000000562999_3786,256,256,57573,7963,0,0,7963,0.1215057373046875,107,58,203,168,96,110,1,7963,cat,ec2e81cc7f206cc41a71fc221f970b0a4d09ecc004f86d48b8bf37889dd78fee,b4b8b0b0b2b8bcb2,33c2f0b9fab578c1692e4d3996701d57530b6d4fa8dc6608549222a503d8edce,ok
train,000000572825_375,256,256,60374,0,5162,0,5162,0.078765869140625,70,108,170,199,100,91,1,5162,dog,9600c39b134c75ccfeec965647891c96c055ab0a1f77e01102d61e22cb6e567a,34a821dd4e8eaef0,6ead5ac7b705aea69218039c185ae1ebe60d6aacb6cc9bf5a8f0fff644328559,ok
train,000000574769_0,256,256,65484,52,0,0,52,0.00079345703125,91,130,125,201,34,71,5,36,cat,9a1992254c3d710479fec09910dae7410d10bd0bba3d5b5ee755576926f9ada1,999c1c3f9fdfde9e,15141abf54b7bec72c4468be73260ff6f66dec9cc014e72ac0882c5a97b86c37,remove_broken_mask
train,000000575005_3321,256,256,59622,0,5914,0,5914,0.090240478515625,93,42,208,137,115,95,1,5914,dog,04d1b0f86b9de9436b340bd00ca129d300ea9ed141ea5cc2503c1ee2a294cc31,9cb6a706470f0d3f,5497e4b0aee9a89b0c5014219217764740498946c5541a95acbf8afbef628e84,ok
train,000000575882_794,256,256,63198,2338,0,0,2338,0.035675048828125,40,137,130,195,90,58,1,2338,cat,28196093cc1a38b59b46a1b2d153c190167a513bb5021c1c40c52c0b1c0ca557,ff73d30733e2a021,d52e8881dd7d64d8474a7ca588a750b3231463e41b7c10b95643254110aa6000,ok
train,000000576855_2826,256,256,64248,0,1288,0,1288,0.0196533203125,106,140,150,193,44,53,1,1288,dog,6abb82d7277cd356147d157021082269859db7f9b0194bcca0b919b64aedd88f,0e0e8e8eb6f4743b,f9277b156b502c158b7a0c80d6527ad8ff9fd8daae766505c0b6f55c9d6a6d0f,ok
train,000000579822_1485,256,256,64334,0,1202,0,1202,0.018341064453125,88,104,128,168,40,64,1,1202,dog,be73cd2ad50f37c1eb39a2fc47c2f112dbd9e640b25bfeab620813c56fa2c8dd,6cb8205adf999cac,eabfc13538e391acdf575fee4bbf885641ce12c281a5bfcf7c43a468842da7a5,ok
val,000000000307_5917,256,256,45917,0,19619,0,19619,0.2993621826171875,37,52,208,217,171,165,1,19619,dog,89eaf56a6399df6dd57e139791b49131523542555b02164feb4209b23c87a3fa,8a7acdcccc4c0d0e,341078ce61813ee17f1c6028d983566052ad7a79a7ada33eb9b005ee9aff6bbf,ok
val,000000004963_4650,256,256,58806,6730,0,0,6730,0.102691650390625,89,36,189,213,100,177,1,6730,cat,8f2f3ed5013d2e1d3775bb33e6735f1dabca5e7ab5110b92abb7436184a5f286,8ee7e73333062273,90b8315dda0b9dcf3282b8b28f445567e71fbc202f5adea93ba74b0a759fa731,ok
val,000000005946_3690,256,256,57585,0,7951,0,7951,0.1213226318359375,54,134,226,231,172,97,3,7660,dog,47e34093e028279766564f9b3313c6675b3c0a7bba4d470b42a03746d1c1107a,31b1919098283008,57312db6dc7836bbf67010726aad6632497805b040d825512fb65a02a0cefdf0,ok
val,000000009801_524,256,256,60003,5533,0,0,5533,0.0844268798828125,98,85,179,188,81,103,1,5533,cat,11197f179c9ede7ca176c6c5f7bb75cb6fead220a12e187bbe054d6d056225a3,efe7e3cccecaf87c,94860d8c41d4939e8be2017c9c14d122b0f530ec20ae940b5542c34b87182728,ok
val,000000010948_3065,256,256,63952,1584,0,0,1584,0.024169921875,130,163,187,201,57,38,1,1584,cat,77aadca8ab3e42cfebfd3b15fe5fda7a77185678a686c5d637a3b8d677379fe3,bc784c1c34098993,439c463e9605482fc5226ec4bc72678cc7fccdf5eb4586b9fc3fd89856e7640a,ok
val,000000013636_5081,256,256,50031,15505,0,0,15505,0.2365875244140625,30,77,223,220,193,143,2,15504,cat,20b656d056436d866d5187ba429b838d9f61e577d7bffadb2ab8508bae0c8c50,141c2b9c3c3e0ccc,0a4fd0f3992441ca45cfb0135b22b3e890c60c7358baaa8201a6cb48edf568e5,ok
val,000000015474_7797,256,256,57884,7652,0,0,7652,0.11676025390625,145,107,235,220,90,113,2,7651,cat,5285b85bcade091284234302e7b61d6d84afe58a7c0ad52aaf46f72179c83125,70707070323a607a,55b2cfed2d450ea17e34cd206b1147a76f394537d187a1c9581b83d071642800,ok
val,000000016377_1566,256,256,55583,0,9953,0,9953,0.1518707275390625,28,64,147,212,119,148,1,9953,dog,37a596ec300deda966b137d41a989cb82330e89582bca7dbff2397f7af878d6c,fe7e1f1cafe81c87,85e327e477412b0f0700dc0b5875970694f4479959162f5c6ef4e1393f570d2e,ok
val,000000018473_2752,256,256,60407,0,5129,0,5129,0.0782623291015625,93,49,230,132,137,83,1,5129,dog,14a0ac9965a10db76c7293cb6f7e4c532c2223e1ec4e0bafe414a887ecfc1ad5,0c1e1b23038f4680,d88fffd5bb2e32be10507afca7c30e858bf3b58c795d4edae6b7aec7c7e042bc,ok
val,000000021571_4109,256,256,64091,0,1445,0,1445,0.0220489501953125,132,74,166,142,34,68,1,1445,dog,dd1afb62b20eb6515dcc4acb60b055c95e08259a9815d602599d8083b7f14072,6667636363c7c7c2,0d16bbfd2a989b5ca903cda1c0b2b20263b30b2cb4065fbb1028305c6d4b3c39,ok
val,000000023656_1700,256,256,61483,4053,0,0,4053,0.0618438720703125,30,39,112,176,82,137,1,4053,cat,e028ce494287d6da22263ff1dd0f20b47b0a4553797238e327eb9e4b0e1ae2c2,036436b290d1d1c9,6fe569757223b7cd577f6d460aea39032d35212b1800667cfce28ba17d67f2f5,ok
val,000000026310_3053,256,256,61810,0,3726,0,3726,0.056854248046875,112,159,221,219,109,60,2,3725,dog,384bbd0886e36b237a70c480380162bf8e9577c84b666789cdc3c094762eb31e,90038201f0640107,f22e1a2c1f13ed5db0bbe563c5c4949e68e535aa8c0a626718ca70f81c167582,ok
val,000000029602_5237,256,256,62311,0,3225,0,3225,0.0492095947265625,90,49,215,121,125,72,2,2144,dog,678407a634558d124a4565e6d335c3e0295ada9b693050eafc39ec9fad2dd656,6d5d4808979b0b58,2e9ad71c85e5ab510bd9cf87f55b1840e6a45a67a0be5c9d761d6fe91da1bb1d,ok
val,000000031329_5757,256,256,59367,6169,0,0,6169,0.0941314697265625,35,166,152,233,117,67,1,6169,cat,a430a5f05cf466d2077edf71b0bb7f7d2f2a4f9b0d38f9885ce9178652e7766f,b6b4b5d574e15103,713b6bcac6a68468a51957de6cf2d8d4484839aa85f4044ce7609438a78f6d91,ok
val,000000032405_3377,256,256,59243,6293,0,0,6293,0.0960235595703125,29,25,166,125,137,100,1,6293,cat,6d0b9995a56c52b42f61fdafa2bee18bd8580ba7a7082ff91662241d00ab01da,66769e3f369fe787,6318ed42398ab1d56bddec3fd8596f6dddb422e82be98c3b22f3989a7c9100e3,ok
val,000000032578_3089,256,256,52346,13190,0,0,13190,0.201263427734375,41,40,184,192,143,152,1,13190,cat,2c415aa564754e8fa475c4b12718c834bc2266b64814ef42c7e0bd3ba72e659f,40f031197164bb29,f86ab46e31cbe1e4c8ddc8fa9e87fc1243c7863c1a6ce8376f8023e09503c2d6,ok
val,000000032949_4995,256,256,56387,9149,0,0,9149,0.1396026611328125,57,57,163,206,106,149,1,9149,cat,f92772aa58460cce1d14a68bc3da58ce76b840fea53d0834d444a1f6ea12c62d,8cdccfcf8e9f9978,1dc05189766d9581675c9f6523fba45d65a312d26400bf02ccec739488fe86be,ok
val,000000037566_6519,256,256,55462,0,10074,0,10074,0.153717041015625,54,37,180,162,126,125,1,10074,dog,c8dd0656f7041d48a093bc4f4168cbf2fdbacfb9b9eb3a40722703927e9ad1fb,e5f5f07164fc1898,bd0f6b7d77ecd657952289f6f6430bb082d12c6da2f41d0fc9a243a72211193f,ok
val,000000037907_29,256,256,54965,10571,0,0,10571,0.1613006591796875,50,46,135,210,85,164,1,10571,cat,f06e26340cd0fe6276f446276cb9a256cd3c08ef6c7a8d7feae956be03ea3039,cebe9c1a1a181f46,9c362582f2860bc7e26000b54b6205240a26243dcaf7e1d7307bfa8d22279782,ok
val,000000039016_6479,256,256,59946,0,5590,0,5590,0.085296630859375,104,76,227,198,123,122,1,5590,dog,40cb7b8220bd5b6ba87c2a88f9c750800ba2ef5abbb7598794c7880355c62427,32f1b1f81a1ac936,6cd90ea1062651fe1dbe50bcad2c07c4949b71a4a9e5f11732a5d1e3236663cb,ok
val,000000047386_3549,256,256,55165,0,10371,0,10371,0.1582489013671875,74,31,188,206,114,175,1,10371,dog,8c837fb9fd5ce79be69092efcdf6354efb89ebee6e41bfe6bb6b3a47052ad03d,cc8c8686cce1e3f6,69dcf0367ae2c31b1a17160a5e6ba8d1bd6f4950ddf468ea59b1619753787a91,ok
val,000000052629_6314,256,256,60780,0,4756,0,4756,0.07257080078125,91,102,205,211,114,109,1,4756,dog,1c6bb7e30524bbf917a8d3d9c72b79146b0bfd96ea670c79fed9bedb9c52100b,f8d83df3cecfd9e6,5c5d7a4115a147638410afcd32dbda1c7f08b28eb18431d62bae6495bb2ed1ad,ok
val,000000060769_3422,256,256,59816,5720,0,0,5720,0.0872802734375,52,34,185,209,133,175,1,5720,cat,672fb9e0713f9f9f47bdf93ca06cc359aa6b634117a42de9e73c866041e49ba4,31b1a29a02202307,33225f5f028b5b6efd342609145c473263254bf70d33a7f72259fb03205eab88,ok
val,000000066253_5398,256,256,59724,5812,0,0,5812,0.08868408203125,61,100,163,185,102,85,1,5812,cat,66210e47355bf71f67f154c82dac9dfdbb41749642d4babf481bc596046a6ea7,0860f0d8bc8ecf9a,ade1f4d531c1c8c2330b52a720f1a15c2cbcdb43f6a08e2674c8e608860edc6f,ok
val,000000069616_6533,256,256,63259,2277,0,0,2277,0.0347442626953125,149,114,196,190,47,76,1,2277,cat,64c0d122ba73a1c0a9744239c2f976533572915d6af7b3b90f2af47f0de476c2,45cc8d0de9e9d9f1,d12a8ebfbf4286801459add3b3c8c59dcfafacd7b99222c6715aaaa0c3d99c3f,ok
val,000000070033_2866,256,256,59048,6488,0,0,6488,0.0989990234375,52,104,190,237,138,133,1,6488,cat,9adce78eccab331edd2b0e8a2ca4780b568768e8bea7f65357c6720fa432d4a4,16066cb6d6ccccc4,25239387f8251d52653f992b88b1e9407d9e1d588595d9fe42123db85398dd12,ok
val,000000070714_6320,256,256,52475,13061,0,0,13061,0.1992950439453125,99,68,218,224,119,156,1,13061,cat,7214ae42c577f5aee4b26bcc750bbbe16fa81150658c60da2722e5048ff03cc9,3d2738dbf3f1fbd3,f79e2cdc8f40f0c381d9d01cdf641e800fa7d07a499bc8b52259c7a215d43a6e,ok
val,000000071122_5801,256,256,62437,0,3099,0,3099,0.0472869873046875,41,126,128,202,87,76,1,3099,dog,41828c971c98f179d3712a0aa51b0aff7afc459eaa2fdb90411c61ca21469465,7031606179094cc5,61f25f8c49dca08e41f10e7184c3623aa110a8206f209164cb09cd8a3e6e547e,ok
val,000000074583_515,256,256,59089,6447,0,0,6447,0.0983734130859375,24,64,184,137,160,73,1,6447,cat,a5c47d58682c472f74047787fcd3afbabfb5e134b38253a4ef2896cba7dd31aa,1514371e1f0fd7d5,394e979922c9fd71c65408fb044ee85a371626fa6ab420046900ae77c93b5e17,ok
val,000000079244_5821,256,256,63373,0,2163,0,2163,0.0330047607421875,72,176,151,226,79,50,1,2163,dog,941990ecedb7facaa7b24947637811fda53cfaa7a4168b2fec23ae5558e38df8,3d15579794d8d818,c497e1d8addd922607674d860135a14948ea7b206354c1d91717b9140264921c,ok
val,000000079831_4621,256,256,44357,21179,0,0,21179,0.3231658935546875,57,58,231,232,174,174,1,21179,cat,9611c0f5a51791bcf626de0f1b99b8636f159577736b095302ad2f0fd02252cf,ecc2f2178f1b8f9f,b233c04b84448709bf1a901721d1444a46d58ae963ad72d6b5d26f3ece0bbec6,ok
val,000000082042_1793,256,256,57419,8117,0,0,8117,0.1238555908203125,55,114,220,201,165,87,1,8117,cat,9c261e719234b7ff9ef2f732065cbe6df917c7bccb395219afbf435493e64e69,37179b82861f9b6b,55bb9fbae790ad1ddd95b50a48e12fa9f4a332373e6fc820aa9705c43d03f840,ok
val,000000082709_2063,256,256,60224,0,5312,0,5312,0.0810546875,35,75,149,197,114,122,1,5312,dog,4b8269b61004d179ba2babcd0bfb3510f4839e39f60245f25a43e91ae33fd1e7,d69e701c8dc82540,15318fc4b08609f1fc816e9feee2ad2c9f03db6043aca99cbbe7f8e6377b7291,ok
val,000000085114_3341,256,256,58775,0,6761,0,6761,0.1031646728515625,85,66,203,219,118,153,2,6760,dog,f67c3a16408faa670772c5d17b5d1147a73d81a233f8f4722065339aed4d810b,8acad85c8e6763f8,2a5ab1c929b6586bbd776cdb0ce9126952c49a7863053b9efa5ddcfb3b52c030,ok
val,000000096288_2235,256,256,59644,0,5892,0,5892,0.08990478515625,145,41,227,157,82,116,1,5892,dog,bf13b3016514833c0761ed2b964bc4716d08c43eabda0aa48dad49e429e2ca14,ccc8c2f87e2fc134,48e6802a0910adaa3d8116d0a5e3881bd3670691e359c43de03c7fb05b554427,ok
val,000000097568_6468,256,256,56170,0,9366,0,9366,0.142913818359375,26,41,158,149,132,108,1,9366,dog,e198610ad6845356e554537cd3399653ff9aca6572c98cbf1e1314860e4b1378,e05474501e2e3e3a,97ad2507318dac249ebf890c9ee326ebf7c5b4e08b202751dc033c7da673defe,ok
val,000000098549_5887,256,256,56857,8679,0,0,8679,0.1324310302734375,86,37,180,203,94,166,1,8679,cat,884d75a296f9ab99959f140178673904dfe7f4f964081d4b8049309180f6a1e4,9a868c8c0a098809,ec2a28bc5477ac3a01c7e731aa25b80e18793a668baea053d91cbfa97519718f,ok
val,000000099453_5467,256,256,55455,10081,0,0,10081,0.1538238525390625,50,41,211,191,161,150,1,10081,cat,cc63ac429f96d761f7f0a206f9db885c3b13de1c3b1f146e938bd091f2d61890,266672323a4e2686,d88c0f9de596cb38bab38c88f8e5ef0d8361a3b7c55a362e27badea0e84af5e5,ok
val,000000100347_7456,256,256,59253,6283,0,0,6283,0.0958709716796875,97,75,172,203,75,128,1,6283,cat,cca2197af3af716f140b0297183e75e9692254425a828aa39790f995b1dbb611,201020a0a1616364,59d4ed6f671e3e7f505a834e8db1418f8fea6898cdfe1afa12a340ad13173d1f,ok
val,000000100586_6818,256,256,56553,8983,0,0,8983,0.1370697021484375,67,113,228,228,161,115,1,8983,cat,8f65c292f45b4a93b83af4c3455e5f01554f3a795e154c81c03fe622b8c4cfa1,c8cbe3656daf190c,cbb1be31ca91b66ee5b0c610bdb639bfd62f41b1fafff9db77fa81fabbb6606f,ok
val,000000102133_6660,256,256,59637,0,5899,0,5899,0.0900115966796875,62,94,172,194,110,100,1,5899,dog,987f453f7a44ac3ffa2dee1cced5d0ef97b0cda1c3e8c9f1ccf70fba33b74667,a51b83436bf7c140,5f50c1e32f6f02e593d71bc41e64b75fb0d0ce333c3f50694420332c4a2e2528,ok
val,000000102663_4028,256,256,51611,13925,0,0,13925,0.2124786376953125,39,48,201,194,162,146,1,13925,cat,a9d915b3f79b6e7e96f6980907849366cc5faa258647ecaa93acf94de316a52a,839797911111c181,f835eba9a1b1a0e3e3cefb7705523b04b16a58865a59126ffa56505c49043b12,ok
val,000000104494_2037,256,256,59621,5915,0,0,5915,0.0902557373046875,96,75,207,149,111,74,1,5915,cat,a32b3cd229fbdcbbbcba90ec50cb54c3d3631616ce47fbe796da624f0f0cf96b,8190991833336121,01de2997c36b78382dddc0996b9ab8051a9e2a45560bdf41aa9a32f6548e5309,ok
val,000000108463_2513,256,256,54700,0,10836,0,10836,0.16534423828125,28,55,188,191,160,136,1,10836,dog,d0b42d12775920fedd2bb30889fb74d98eb5b2c71849b0559901608abd0b48f9,bd5bc4c5aab3d94a,6eaac629c5cb274012f59f46495cc6f15659a6dc3871a85cbe2b3ec4f77e49c0,ok
val,000000108908_6126,256,256,58875,0,6661,0,6661,0.1016387939453125,55,73,164,213,109,140,2,3830,dog,b4bba85f12561eb976768ec1169cda0e002abe41e3da38a428d8b69a5b67798f,266c90929a595205,2595a9dd28d3946ebe970d05d88d7ad03d9ab34129626cf603ac6c53f7a1b4ed,ok
val,000000109393_3389,256,256,58612,6924,0,0,6924,0.10565185546875,40,100,136,200,96,100,1,6924,cat,ce0010b4fe8ac01e7d0f06e517d82278647349e9535354b56a32e214c246039f,bfbeeec6cccfebaf,b0d40aa9ceaa6e0577e4e9b8b377d95878c54f013ba5f953c1c144c00e6be637,ok
val,000000113649_4251,256,256,60210,5326,0,0,5326,0.081268310546875,54,69,208,189,154,120,1,5326,cat,cb39d045f237c05e7f8bc4b64dafe54c8054e576e339abd62c1de6a33230424d,fcfef2e6c6b7efe7,46a296d95bde6687c8e6bfd4615f9f30d51db482ac18926710d8bb8428c92f6e,ok
val,000000116186_4696,256,256,59165,6371,0,0,6371,0.0972137451171875,90,118,224,179,134,61,1,6371,cat,2920559929ee6398f28607e17b2f8954978286e924bb2c0d6f37cb3d69c6dabc,3b3b1b011783f8f8,a0ba31ca6ad01c2304301f8bc0e073fa9c8fe454dc75251da1cdd43d4bb0d00a,ok
val,000000117119_4953,256,256,62428,0,3108,0,3108,0.04742431640625,133,123,227,194,94,71,1,3108,dog,7a3831d1c0d68a4e95946915dbc3f99ba6f3af2a89f8c05762e7c022dad5b595,0afc97fefc04148a,165dc62cb407e0fb50de43c9f010717541108cbb35aede62437881c4d4a5d98b,ok
val,000000117690_679,256,256,59103,0,6433,0,6433,0.0981597900390625,83,67,237,179,154,112,1,6433,dog,29443b5c05a47c24c8e807d1f0ee1518f8349b63fc44c873695db84d0a7768be,18948881cb494e1d,6d1495710b39202ffe56dca7918bbfd2c450533434947d5a2b86d026464382a9,ok
val,000000118997_4581,256,256,42008,23528,0,0,23528,0.3590087890625,99,0,256,206,157,206,1,23528,cat,307e2da5f43f8438518c8529a292b3ae3dbfb8568ac07e99f3a39e9297391e1f,989890869e31509c,e3939b3af9062cabf0ce8e019286e73c3e97cf378aea5e3ef6f048e1de2f4e89,ok
val,000000120747_1102,256,256,64651,885,0,0,885,0.0135040283203125,173,114,203,168,30,54,1,885,cat,63d26c9e41fe9d755ecdba6b512b9ae69a60bd1a7ac49521af9782601fdfcc3d,f2f2e1c0742501c1,147f76049d98dc0fb9d1bbbd8ba0d6340636238ed8204accbba987c424b9a3c8,ok
val,000000121622_7227,256,256,61995,3541,0,0,3541,0.0540313720703125,76,125,186,189,110,64,1,3541,cat,b270b8b7fc3945295de053431fb517a42bae6f84895327611ed04945118850de,3b2d3b3b2e4e7371,5486547ebb9dd3ae951f05dab64b77cd9e520e311269d8582e716c7f522d5b0f,ok
val,000000121783_1137,256,256,54802,10734,0,0,10734,0.163787841796875,101,37,223,194,122,157,2,10733,cat,19f01ae7a54428220803b1932d8a9071f8379cfbb8a9e5ccea27cf4cbb0914b2,debbf2ee666f3e33,b06b434eab21c10d4b786eb08f76e171d0ff25514a3801020f4c9400e7dbfed6,ok
val,000000122934_36,256,256,63683,0,1853,0,1853,0.0282745361328125,89,37,168,118,79,81,2,1780,dog,18af5ca29ff347293051e0555d3a56aad714cefcca2243cd0ed43c6aa89e385b,6c2d3bdb952d1d75,2b94da91035debf2b5f6229828912a2f238ead0942c47c45c692061c5b208983,ok
val,000000127659_841,256,256,65191,0,345,0,345,0.0052642822265625,114,177,135,203,21,26,1,345,dog,c85f6c1ff30b70ec30b6d63895efc0aae801cad06394f75d98576c5bf473811f,f7360e1c99be3f3f,e0a23645240fcb8bddd2e7908461e5e86faa603227ac93187e9c5080b0b03d2d,ok
val,000000127781_1511,256,256,55987,9549,0,0,9549,0.1457061767578125,128,36,233,193,105,157,1,9549,cat,ddcff24fbd4d544949516d02355572ca577cbf3268a9677734c8413150c9ca44,626a272303020400,66720b86f488d489433e217ab39e0e03b6e969e32a2cd99e47ce6bb71446e0f7,ok
val,000000128405_2570,256,256,52474,13062,0,0,13062,0.199310302734375,94,59,232,229,138,170,1,13062,cat,a81a22423e324ea174518808318041f0e265e49e56cfcbfb886bb04168f0a395,c1818dd9d3939fb7,185ae8e4173af26abcfba71dc48e507323f89f9465887835e4571dc57922bc92,ok
val,000000129026_5591,256,256,63408,0,2128,0,2128,0.032470703125,84,122,207,159,123,37,1,2128,dog,457e720fa5778fe2189d6b54c09cc4209d99fbbf97819fc63e741d5e2b16b1b9,b6362ea4aeb83171,36c2b775f157eccd8cd4bf48941bfd9709f42fe6355eb1cd9308b284358a16ac,ok
val,000000129864_998,256,256,54715,10821,0,0,10821,0.1651153564453125,77,55,230,192,153,137,1,10821,cat,e2e5da62858b083250c6e4c5719460917c172d79d428d7e00e1e3309fa25ec4f,623a89db4e7c303e,7185866401ca21210051e6f2bf89b0feb2b8e963b784c1e1490e620ea50aef57,ok
val,000000138083_1366,256,256,63494,0,2042,0,2042,0.031158447265625,99,140,195,189,96,49,1,2042,dog,07f4fd568c3a384bc309cfbc53b214d8fe1d4958e7be045d2a5375b0b91650d0,a9a146484c0482c0,4e4bd8f4dcfcb9c57ebb57fa198503b7b76f923ee942c94293b6d9d281a31dde,ok
val,000000141718_3573,256,256,56892,0,8644,0,8644,0.13189697265625,88,64,203,234,115,170,3,8641,dog,f442e9ee56f2d1e6cab9b14ffca515eafb00132303730d56761867962ad8b36f,a7f7e7e76b713c30,572f792c81ad8c6e64b04f2edf7ef750ae11150b725aa78000b999d1e41f73bd,ok
val,000000141955_6226,256,256,52882,12654,0,0,12654,0.193084716796875,76,36,234,149,158,113,2,12653,cat,1a59c90f45dd5445614a5d61f35e6b123ba63e26434024524a924e6015370a9d,283313194bced8d1,7aec95a7ac9b763ab8b91dd45cec7908064f57c5b03077777a72f5031e9dcda6,ok
val,000000144622_4774,256,256,58742,0,6794,0,6794,0.103668212890625,61,21,159,162,98,141,1,6794,dog,960870f4ae8c7a8d7e7aa032bb2e4be275e6e20942f2d0484ef6cc71e0a90894,e0d05270665ed8e0,e4e5ee6560f177ebdb6423286c0b6fef473e82924b228fc28ab0307474089f5e,ok
val,000000144862_688,256,256,62312,0,3224,0,3224,0.0491943359375,30,94,151,168,121,74,2,3223,dog,184f30480d6c5c695a15ba9345b6667d8168aa8f8108a3abd43d2e737d93e937,cf7c30fff6f1064c,e49ebfac96c28eacc5f9e9564769103ab0e9c1da1c2cc208ffac305dd5bfa652,ok
